outcome_weights,age_months,color_weights,breed_weights,gender_weights,fixed_weights
2,24.70687283106429,9,9,2,1
2,12.156307111028974,18,5,2,2
2,117.29193617938766,13,8,1,2
2,84.56847163186103,9,5,1,2
2,48.82235774861907,6,2,2,2
2,18.2016057824596,14,6,1,2
2,3.0226493357153124,8,2,1,2
2,12.25487176328056,14,7,1,2
2,36.6660506375901,5,9,1,2
2,132.01092424895788,6,1,1,2
2,24.64116306289657,14,4,1,2
2,48.52666379186431,9,7,1,2
2,24.246904453890224,1,4,1,2
2,45.20832049939424,4,9,1,1
2,2.135567465451036,11,2,2,2
2,24.96971190373519,9,4,2,2
2,6.2095730918499354,11,2,2,2
2,48.263824719193416,14,7,1,2
2,120.11745621059981,6,7,1,2
2,2.234132117702622,3,2,2,2
2,30.850736154746503,18,9,2,2
2,108.65110166533194,15,2,2,2
2,39.59013532105382,14,2,1,2
2,36.370356680835336,6,5,1,2
2,24.214049569806363,9,9,1,2
2,42.054251627343476,14,10,1,2
2,39.984393930060165,15,9,1,2
2,3.7454567855602785,15,6,2,2
2,12.156307111028974,4,5,1,2
2,12.649130372286905,6,2,1,2
2,13.273373169880285,9,9,1,2
2,12.156307111028974,9,4,2,2
2,149.52257746565638,14,2,1,2
2,80.98728926672005,9,4,1,2
2,12.616275488203042,9,6,2,1
2,3.7783116696441406,2,5,1,2
2,12.813404792706216,6,2,1,2
2,2.82552003121214,3,3,1,2
2,85.52126327029302,1,4,2,2
2,15.803199244337666,3,9,1,2
2,24.016920265303188,5,9,1,1
2,4.008295858231175,14,6,2,1
2,12.353436415532146,3,4,2,2
2,12.55056572003532,9,4,1,2
2,24.279759337974085,6,9,1,1
2,12.123452226945112,1,4,1,2
2,84.00993860243537,1,2,2,2
2,12.977679213125526,5,9,2,2
2,26.05392307850264,13,9,2,2
2,38.01310088502844,3,7,2,2
2,85.84981211113164,9,9,1,2
2,24.246904453890224,14,4,2,2
2,24.115484917554774,14,9,2,2
2,27.33526355777326,1,4,1,2
2,36.008952955912854,14,9,1,2
2,17.971621593872563,18,9,1,2
2,48.165260066941826,6,1,1,2
2,24.31261422205795,14,4,1,2
2,29.766524979979057,5,9,2,2
2,12.353436415532146,9,9,2,2
2,24.246904453890224,1,4,2,2
2,25.823938889915603,6,2,1,2
2,12.189161995112835,6,2,1,2
2,2.266987001786484,6,1,1,2
2,78.2603338877595,4,9,1,1
2,24.016920265303188,6,2,2,2
2,26.38247191934126,13,4,2,1
2,18.168750898375738,17,5,1,2
2,12.057742458777387,5,9,1,2
2,24.049775149387052,18,4,1,2
2,5.125361917082486,14,4,2,2
2,62.12858580258322,18,4,1,2
2,12.024887574693526,18,3,1,1
2,11.367789893016283,3,9,1,2
2,59.99301833713218,7,2,2,2
2,122.64728228505719,3,9,1,2
2,5.552475410172693,6,2,2,2
2,8.148011252797799,14,4,2,2
2,120.08460132651595,13,4,2,2
2,192.00394258609006,9,5,1,2
2,2.496971190373519,9,2,2,2
2,35.97609807182899,18,9,1,2
2,25.10113144007064,9,9,1,2
2,2.595535842625105,6,3,2,2
2,10.020739645577939,6,6,2,1
2,36.238937144499886,9,2,2,2
2,12.156307111028974,10,8,2,2
2,23.984065381219327,5,9,2,2
2,8.31228567321711,18,9,1,1
2,44.091254440542926,8,9,2,2
2,45.33974003572968,5,9,1,2
2,18.070186246124152,6,4,2,2
2,41.725702786504854,2,2,1,2
2,24.246904453890224,18,4,1,2
2,12.123452226945112,14,4,2,2
2,4.0740056263988995,9,4,2,2
2,30.226493357153124,11,4,2,2
2,24.082630033470913,18,9,2,2
2,8.082301484630074,6,1,2,2
2,38.60448879853796,6,2,1,2
2,2.168422349534898,7,4,1,2
2,8.115156368713937,18,4,2,2
2,12.419146183699871,3,9,2,2
2,72.01790591182571,6,10,1,2
2,30.883591038830367,2,9,1,2
2,2.135567465451036,8,4,2,2
2,60.02587322121604,14,2,1,2
2,24.31261422205795,5,9,2,2
2,29.2079919505534,6,2,1,2
2,12.780549908622353,6,2,2,2
2,27.039569601018503,6,1,1,2
2,19.252962073143184,9,9,2,2
2,14.653278301402493,18,3,1,2
2,4.271134930902072,5,9,2,1
2,82.03864555740364,6,5,2,2
2,101.09447832604366,3,4,1,2
2,24.1811946857225,14,7,1,2
2,5.2567814534179345,9,6,1,2
2,24.214049569806363,14,3,1,2
2,12.616275488203042,9,4,2,1
2,2.595535842625105,8,2,1,2
2,12.320581531448285,15,9,2,1
2,72.31359986858047,17,4,1,2
2,12.25487176328056,15,2,2,2
2,16.263167621511734,2,5,2,2
2,8.180866136881662,8,9,2,2
2,24.148339801638638,3,4,2,2
2,24.115484917554774,18,1,1,2
2,60.3215671779708,9,9,1,1
2,12.123452226945112,3,7,2,2
2,96.65906897472227,11,2,1,2
2,72.44501940491591,6,1,1,2
2,72.18218033224501,6,2,2,2
2,88.05108934475041,9,9,1,2
2,2.135567465451036,6,2,2,2
2,224.46456806094582,6,4,1,2
2,141.9659541263681,3,2,2,2
2,71.98505102774185,14,2,1,2
2,24.016920265303188,15,2,1,1
2,24.37832399022567,18,5,1,2
2,2.168422349534898,11,2,1,1
2,70.2108872872133,6,9,2,2
2,7.688042875623729,17,9,1,2
2,12.25487176328056,7,2,2,2
2,5.19107168525021,6,4,1,2
2,2.20127723361876,15,6,2,2
2,126.88556233187539,6,4,1,2
2,24.739727715148156,9,6,2,2
2,8.213721020965522,11,4,2,2
2,24.214049569806363,1,6,1,2
2,108.74966631758352,7,2,2,2
2,17.28166902811146,6,9,1,2
2,74.38345756586378,13,9,2,2
2,12.386291299616008,14,2,1,2
2,24.96971190373519,13,5,2,2
2,24.772582599232017,7,2,2,2
2,36.43606644900306,18,4,1,2
2,15.671779708002218,2,4,2,2
2,24.444033758393395,18,4,2,2
2,7.359494034785109,9,2,1,2
2,5.716749830592004,18,2,1,2
2,16.131748085176287,8,9,1,2
2,4.435409351321383,1,7,2,2
2,4.336844699069796,6,2,1,1
2,59.99301833713218,13,8,1,2
2,21.55280395901353,6,2,1,2
2,10.513562906835869,9,9,1,2
2,2.6612456107928293,6,2,2,2
2,0.03285488408386209,13,9,2,1
2,133.02942565555762,14,9,2,2
2,7.39234891886897,3,9,1,2
2,4.632538655824555,9,3,1,2
2,10.086449413745662,3,10,1,2
2,32.460625474855746,6,1,2,2
2,2.234132117702622,10,10,1,2
2,84.00993860243537,14,4,1,2
2,5.092507032998625,6,4,1,2
2,84.30563255919013,9,4,1,2
2,29.930799400398364,6,9,1,2
2,24.34546910614181,9,9,1,1
2,10.973531284009939,10,9,1,2
2,31.27784964783671,9,9,2,2
2,36.107517608164436,9,2,2,2
2,120.01889155834822,13,5,2,2
2,3.0226493357153124,9,2,1,2
2,29.33941148688885,6,4,1,2
2,18.135896014291873,11,2,1,1
2,72.01790591182571,7,4,2,2
2,7.030945193946487,15,6,2,2
2,5.125361917082486,17,3,1,2
2,24.246904453890224,9,5,1,2
2,2.496971190373519,18,2,2,2
2,36.337501796751475,6,4,2,2
2,12.123452226945112,9,6,1,2
2,36.238937144499886,7,4,2,2
2,36.140372492248304,18,5,1,2
2,24.37832399022567,1,4,1,2
2,12.189161995112835,13,8,1,2
2,24.37832399022567,8,9,1,2
2,29.17513706646954,9,4,2,2
2,24.1811946857225,9,3,2,2
2,4.303989814985934,9,2,1,2
2,120.01889155834822,13,2,2,2
2,42.185671163678926,6,9,2,2
2,36.63319575350623,3,9,1,2
2,36.008952955912854,18,9,1,1
2,10.21786895008111,6,4,1,2
2,12.123452226945112,14,4,1,2
2,42.74420419310458,9,9,1,2
2,24.246904453890224,18,5,2,2
2,2.135567465451036,6,2,1,2
2,36.238937144499886,2,5,2,1
2,190.85402164315488,15,4,1,2
2,96.9876178155609,13,4,1,2
2,24.1811946857225,6,5,2,2
2,74.58058687036694,3,2,2,2
2,12.156307111028974,3,4,1,2
2,2.431261422205795,6,5,1,2
2,25.331115628657674,6,9,2,2
2,4.172570278650485,11,2,2,2
2,8.31228567321711,11,2,1,2
2,11.992032690609664,11,2,2,1
2,26.842440296515328,6,3,2,2
2,6.965235425778763,14,2,2,2
2,12.452001067783733,5,9,1,2
2,10.349288486416558,9,9,1,2
2,96.03482617712889,1,4,1,2
2,24.148339801638638,9,4,1,2
2,25.002566787819053,11,8,1,2
2,36.008952955912854,2,4,1,1
2,6.111008439598349,11,4,1,2
2,2.595535842625105,9,2,2,2
2,51.12219963448941,11,2,2,2
2,12.353436415532146,4,9,2,2
2,12.057742458777387,18,4,2,2
2,25.988213310334913,8,9,2,2
2,3.1212139879668985,14,2,2,2
2,37.55313250785437,9,3,2,2
2,7.326639150701246,1,5,2,1
2,68.27244912626543,6,4,2,2
2,30.062218936733814,6,4,1,2
2,1.9712930450317254,18,5,2,2
2,55.853302942565556,3,9,1,2
2,73.26639150701246,6,9,1,2
2,72.97069755025771,3,9,1,2
2,0.722807449844966,6,9,2,1
2,8.01659171646235,14,9,2,1
2,4.205425162734348,18,9,2,2
2,12.057742458777387,6,2,2,2
2,14.390439228731596,5,5,1,2
2,12.353436415532146,13,4,1,2
2,37.71740692827368,18,9,2,2
2,5.881024251011314,11,8,2,2
2,43.992689788291344,6,6,1,2
2,12.189161995112835,6,5,2,2
2,155.9949896301772,18,4,2,1
2,31.1135752274174,3,2,2,2
2,18.431589971046634,15,4,2,2
2,48.362389371445,9,4,1,2
2,2.135567465451036,3,4,1,2
2,96.69192385880613,6,2,1,2
2,12.87911456087394,6,1,2,2
2,23.984065381219327,9,9,2,2
2,18.56300950738208,6,9,2,2
2,60.09158298938377,13,8,2,2
2,86.60547444506048,3,9,1,2
2,24.148339801638638,14,4,2,2
2,132.01092424895788,3,9,2,2
2,96.33052013388365,6,9,2,2
2,26.678165876096017,9,5,2,2
2,13.799051315222078,6,2,1,2
2,36.074662724080575,15,4,2,2
2,34.201934331300436,9,9,1,2
2,12.123452226945112,18,8,1,2
2,36.304646912667614,3,9,2,1
2,14.259019692396148,3,9,2,2
2,0.722807449844966,17,9,2,1
2,2.20127723361876,9,2,2,2
2,2.9569395675475882,6,7,2,2
2,36.074662724080575,13,2,1,2
2,76.05905665414075,1,10,1,2
2,12.189161995112835,3,4,2,2
2,19.022977884556152,18,8,2,2
2,27.63095751452802,2,9,1,2
2,36.370356680835336,14,10,1,2
2,2.299841885870346,6,2,2,2
2,36.206082260416025,7,2,1,2
2,2.431261422205795,9,2,2,2
2,24.37832399022567,6,6,1,2
2,2.792665147128278,11,2,2,2
2,12.419146183699871,9,3,2,2
2,24.148339801638638,11,4,2,2
2,12.25487176328056,6,10,2,2
2,51.943571736585966,6,4,2,2
2,24.016920265303188,6,9,2,1
2,36.206082260416025,1,4,2,2
2,24.148339801638638,1,4,1,2
2,46.42395121049714,6,6,2,2
2,7.720897759707592,3,6,1,1
2,12.09059734286125,18,4,1,2
2,25.791084005831742,6,4,1,2
2,33.64340130187478,6,6,1,1
2,2.6612456107928293,14,4,2,2
2,33.84053060637795,18,2,1,2
2,18.431589971046634,14,2,2,2
2,2.168422349534898,15,4,1,2
2,12.25487176328056,9,3,1,2
2,124.25717160516643,14,2,1,2
2,48.099550298774105,3,4,1,2
2,44.51836793363314,8,9,2,2
2,12.25487176328056,18,7,2,2
2,36.206082260416025,9,9,1,1
2,24.016920265303188,7,2,2,2
2,9.26507731164911,6,2,1,2
2,12.517710835951457,18,4,2,2
2,42.57992977268527,14,4,1,2
2,9.396496847984558,18,4,2,2
2,65.51263886322101,11,2,2,2
2,2.102712581367174,6,9,1,2
2,144.00295693956755,1,1,1,2
2,25.10113144007064,18,5,2,2
2,5.65104006242428,14,3,2,2
2,48.362389371445,6,9,1,1
2,10.18501406599725,13,1,2,2
2,36.008952955912854,11,2,2,2
2,6.998090309862626,18,6,1,1
2,6.045298671430625,18,10,1,1
2,20.89570627733629,6,2,1,2
2,2.0370028131994498,9,1,2,2
2,121.46450645803816,15,4,2,2
2,96.16624571346435,6,4,1,2
2,60.02587322121604,11,6,1,1
2,46.94962935583893,18,9,2,2
2,144.00295693956755,11,2,1,1
2,73.52923057968336,5,10,2,2
2,48.362389371445,3,4,1,1
2,13.141953633544837,3,3,2,2
2,2.562680958541243,17,7,1,2
2,2.562680958541243,9,4,2,2
2,36.140372492248304,14,4,2,2
2,68.79812727160721,18,4,2,2
2,93.30787079816834,7,2,1,2
2,12.484855951867594,6,4,1,2
2,12.222016879196698,6,7,1,2
2,0.3942586090063451,14,9,1,1
2,36.206082260416025,17,6,1,2
2,24.279759337974085,9,3,1,2
2,84.00993860243537,6,4,2,2
2,37.75026181235754,18,2,2,2
2,102.57294810981745,5,10,2,2
2,30.062218936733814,11,2,2,2
2,11.992032690609664,6,6,2,1
2,12.25487176328056,7,4,2,2
2,31.803527793178503,9,2,1,2
2,104.31425696626214,6,6,1,2
2,12.747695024538492,9,9,2,2
2,24.34546910614181,9,9,2,2
2,11.30208012484856,6,6,1,2
2,60.51869648247397,13,8,2,1
2,4.3696995831536585,18,9,1,2
2,97.05332758372862,11,2,1,1
2,12.780549908622353,9,6,1,2
2,13.1748085176287,2,4,2,2
2,100.27310622394711,6,6,1,2
2,22.012772336187602,4,5,1,2
2,4.566828887656831,9,2,1,2
2,5.19107168525021,9,2,2,2
2,144.00295693956755,15,4,1,1
2,33.7091110700425,18,9,2,2
2,86.01408653155096,5,5,2,2
2,4.336844699069796,11,2,2,2
2,34.201934331300436,14,9,2,2
2,12.320581531448285,6,9,1,1
2,13.010534097209389,5,9,1,2
2,4.533974003572968,7,2,2,1
2,111.37805704429249,6,4,2,2
2,36.69890552167396,9,9,1,2
2,36.173227376332164,2,5,2,2
2,72.05076079590957,6,6,1,2
2,27.729522166779606,14,2,1,2
2,13.306228053964148,15,3,2,2
2,96.00197129304503,6,6,1,2
2,18.431589971046634,5,9,2,2
2,113.77646358241442,18,9,1,2
2,5.486765642004969,9,9,2,2
2,36.79747017392554,4,9,1,2
2,3.186923756134623,4,9,1,1
2,13.897615967473664,9,9,1,2
2,24.049775149387052,9,4,1,1
2,6.176718207766073,5,9,1,2
2,8.31228567321711,6,9,1,2
2,24.246904453890224,3,7,2,2
2,24.37832399022567,11,4,1,2
2,2.069857697283312,6,2,2,2
2,17.511653216698495,14,2,1,2
2,43.598431179284994,5,9,1,2
2,24.082630033470913,14,2,2,1
2,12.189161995112835,11,2,2,2
2,12.156307111028974,18,1,1,2
2,12.484855951867594,2,7,1,2
2,12.780549908622353,9,6,1,2
2,10.119304297829524,3,9,2,2
2,2.6283907267089672,6,2,1,2
2,8.443705209552558,8,10,2,2
2,24.67401794698043,9,4,2,2
2,51.877861968418244,18,2,2,2
2,85.48840838620916,3,5,1,2
2,144.06866670773528,15,4,1,1
2,12.123452226945112,9,4,1,2
2,12.681985256370767,9,5,2,2
2,12.222016879196698,3,4,1,2
2,5.6181851783404175,9,6,2,2
2,9.1008028912298,3,9,1,2
2,5.453910757921107,6,2,1,2
2,48.165260066941826,14,2,2,2
2,12.484855951867594,9,4,1,2
2,37.02745436251258,6,4,2,2
2,29.930799400398364,6,2,2,2
2,29.865089632230642,11,2,2,2
2,0.6570976816772418,6,9,1,1
2,31.57354360459147,13,9,2,2
2,36.140372492248304,14,4,2,2
2,8.180866136881662,6,2,2,2
2,24.279759337974085,14,4,1,2
2,2.135567465451036,6,2,2,2
2,72.34645475266433,3,4,2,2
2,12.452001067783733,13,8,2,2
2,2.529826074457381,2,6,1,2
2,8.082301484630074,3,4,1,2
2,1.8727283927801393,5,10,2,2
2,192.00394258609006,17,9,1,2
2,3.0555042197991744,6,4,1,1
2,3.1212139879668985,18,4,2,1
2,24.444033758393395,18,9,1,2
2,18.070186246124152,9,9,1,2
2,44.48551304954927,17,9,2,2
2,2.792665147128278,18,10,2,1
2,6.308137744101521,14,9,2,2
2,45.43830468798127,18,9,1,2
2,30.32505800940471,10,9,2,2
2,12.057742458777387,2,9,1,1
2,36.041807839996714,6,2,2,2
2,59.99301833713218,17,3,2,2
2,89.98952750569826,6,6,1,2
2,5.289636337501797,11,2,2,2
2,96.00197129304503,14,2,2,2
2,24.082630033470913,18,7,2,2
2,180.0119098954804,14,9,2,2
2,23.852645844883877,3,6,1,1
2,12.123452226945112,6,4,2,2
2,36.107517608164436,5,9,2,2
2,132.04377913304174,14,2,2,2
2,14.1276001560607,18,4,1,2
2,24.772582599232017,9,6,2,2
2,12.156307111028974,9,4,1,2
2,96.19910059754821,14,9,2,2
2,24.31261422205795,1,2,1,2
2,28.058071007618228,6,9,2,2
2,48.06669541469024,6,2,2,2
2,46.75250005133576,5,9,2,2
2,25.068276555986778,6,5,2,2
2,18.300170434711184,3,9,2,2
2,5.585330294256556,6,2,1,2
2,8.410850325468695,6,2,1,1
2,12.024887574693526,9,6,1,1
2,19.1543974208916,7,2,2,2
2,12.024887574693526,6,1,2,2
2,6.308137744101521,6,1,1,2
2,5.092507032998625,3,4,2,2
2,12.452001067783733,11,2,2,2
2,12.616275488203042,18,9,2,2
2,42.054251627343476,6,4,1,2
2,11.992032690609664,2,4,2,2
2,96.03482617712889,14,4,1,2
2,26.41532680342512,18,9,1,2
2,2.135567465451036,5,7,2,2
2,30.226493357153124,6,6,1,2
2,36.041807839996714,7,2,1,2
2,7.983736832378488,9,9,2,1
2,8.213721020965522,14,6,2,2
2,2.562680958541243,18,10,2,2
2,24.214049569806363,6,9,2,2
2,48.49380890778045,4,5,1,2
2,71.3279533460646,9,10,2,2
2,51.05648986632169,3,9,1,2
2,48.362389371445,9,9,2,2
2,1.9384381609478634,6,2,2,2
2,21.979917452103738,14,4,1,1
2,2.3326967699542087,3,3,2,2
2,40.54292695948582,9,9,1,2
2,15.737489476169943,13,9,2,2
2,13.339082938048008,14,2,1,2
2,12.057742458777387,18,9,1,2
2,12.156307111028974,6,4,1,2
2,12.024887574693526,3,2,2,2
2,25.068276555986778,18,9,2,2
2,10.283578718248835,5,9,1,2
2,85.7183925747962,9,4,2,2
2,203.99597527669974,6,4,2,1
2,2.102712581367174,9,6,2,2
2,6.2095730918499354,7,9,2,2
2,128.98827491324258,14,4,1,1
2,3.0226493357153124,9,4,1,1
2,3.1212139879668985,17,7,1,2
2,41.4300088297501,9,4,1,2
2,25.823938889915603,9,9,1,2
2,2.3655516540380708,9,6,1,2
2,17.41308856444691,14,9,2,2
2,26.612456107928296,15,4,1,2
2,60.65011601880942,2,9,1,2
2,15.737489476169943,9,7,1,2
2,24.1811946857225,6,4,1,2
2,48.033840530606376,11,8,2,2
2,2.3655516540380708,9,4,2,1
2,12.87911456087394,6,9,1,2
2,12.189161995112835,8,4,1,2
2,12.583420604119182,5,9,1,2
2,7.359494034785109,9,3,1,2
2,25.166841208238363,3,9,2,2
2,8.377995441384833,6,4,2,2
2,36.337501796751475,18,9,1,2
2,4.23828004681821,14,6,2,2
2,30.32505800940471,3,2,1,2
2,91.20515821680117,9,4,2,2
2,24.411178874309535,9,9,1,2
2,7.030945193946487,6,2,2,2
2,12.09059734286125,13,9,1,1
2,4.205425162734348,18,2,1,2
2,5.0267972648309,13,8,1,1
2,120.31458551510298,7,9,1,1
2,1.8398735086962772,18,5,1,2
2,24.148339801638638,14,6,1,2
2,8.509414977720281,5,9,2,2
2,12.681985256370767,6,7,1,1
2,36.008952955912854,9,9,2,2
2,2.102712581367174,11,2,1,2
2,165.32577670999405,3,4,1,2
2,42.119961395511204,2,4,1,2
2,36.73176040575782,9,9,1,2
2,187.69995277110414,6,4,2,2
2,32.164931518100985,13,6,1,1
2,155.9949896301772,7,2,1,1
2,92.74933776874269,6,4,1,2
2,9.297932195732972,6,4,2,2
2,12.09059734286125,3,4,2,2
2,2.168422349534898,6,2,1,2
2,6.2095730918499354,9,9,1,2
2,36.27179202858375,9,5,2,2
2,2.9569395675475882,6,4,1,2
2,30.12792870490154,14,5,2,2
2,89.72668843302738,14,2,2,2
2,150.01540072691432,9,9,1,2
2,3.4497628288055195,6,6,2,2
2,108.2568430563256,3,4,1,2
2,34.070514794964986,6,9,1,1
2,29.07657241421795,6,1,2,2
2,74.84342594303784,6,6,2,2
2,24.279759337974085,6,2,1,2
2,2.266987001786484,11,3,2,2
2,18.792993695969116,15,4,1,2
2,48.296679603277276,6,7,2,1
2,30.719316618411057,14,7,2,2
2,24.016920265303188,9,4,2,2
2,99.35316946959897,3,9,1,1
2,10.18501406599725,5,9,2,2
2,32.296351054436435,9,9,2,2
2,24.1811946857225,18,9,1,2
2,7.786607527875316,18,1,2,2
2,43.00704326577548,9,9,1,2
2,176.59500195075873,6,9,2,2
2,24.049775149387052,6,6,2,2
2,7.950881948294626,15,9,1,1
2,6.143863323682211,9,4,2,2
2,24.279759337974085,2,5,2,2
2,2.234132117702622,6,9,2,2
2,30.686461734327192,15,9,2,2
2,2.6941004948766913,18,9,1,2
2,60.02587322121604,7,2,1,1
2,12.222016879196698,11,7,1,2
2,24.1811946857225,17,5,2,2
2,47.968130762438655,14,2,2,2
2,12.189161995112835,18,2,2,2
2,66.36686584940142,18,4,1,2
2,4.172570278650485,6,2,2,2
2,11.236370356680835,11,6,1,2
2,144.134376475903,1,4,1,2
2,76.42046037906323,18,2,2,2
2,12.156307111028974,15,4,2,2
2,12.353436415532146,15,4,1,2
2,12.517710835951457,3,4,1,2
2,12.222016879196698,9,2,2,1
2,12.123452226945112,9,4,2,2
2,10.349288486416558,9,1,1,2
2,8.049446600546213,5,9,1,1
2,25.26540586048995,7,6,2,2
2,13.83190619930594,9,2,2,2
2,8.64083451405573,6,6,2,2
2,18.070186246124152,7,8,2,2
2,24.1811946857225,18,4,1,2
2,24.871147251483603,4,9,2,2
2,1.9712930450317254,11,2,1,2
2,12.25487176328056,17,4,1,2
2,4.0740056263988995,18,9,1,2
2,2.82552003121214,6,4,1,2
2,27.893796587198917,7,2,1,2
2,3.5811823651409678,1,5,1,2
2,2.168422349534898,9,4,2,2
2,3.3183432924700713,6,4,1,2
2,36.140372492248304,9,6,1,2
2,87.13115259040227,7,2,1,2
2,56.18185178340418,3,9,1,2
2,59.99301833713218,13,6,2,2
2,180.0119098954804,7,2,2,2
2,84.23992279102241,18,5,1,2
2,28.485184500708435,17,9,2,2
2,36.107517608164436,9,9,2,2
2,12.057742458777387,5,9,2,1
2,24.049775149387052,5,9,1,1
2,30.52218731390788,9,9,1,2
2,48.19811495102569,15,4,2,1
2,24.34546910614181,6,2,1,1
2,10.0535945296618,13,6,2,2
2,108.02685886773855,11,2,1,2
2,0.03285488408386209,18,9,1,1
2,9.363641963900696,3,4,2,2
2,2.168422349534898,4,2,2,2
2,24.279759337974085,14,4,1,2
2,24.082630033470913,9,6,1,2
2,6.242427975933797,6,9,1,2
2,2.6283907267089672,6,7,1,2
2,2.595535842625105,11,2,1,2
2,24.34546910614181,9,4,1,2
2,120.15031109468367,6,6,2,2
2,120.4788599355223,13,8,1,2
2,40.148668350479475,9,3,1,2
2,2.562680958541243,14,6,2,2
2,24.016920265303188,18,9,1,2
2,24.1811946857225,18,2,1,2
2,38.3087948417832,3,3,2,2
2,2.0370028131994498,9,5,1,2
2,12.320581531448285,2,4,2,2
2,24.1811946857225,6,7,2,2
2,110.12957144910573,18,10,2,2
2,84.00993860243537,9,9,1,2
2,60.02587322121604,6,5,1,1
2,5.0267972648309,17,2,1,2
2,8.180866136881662,18,5,2,2
2,27.53239286227643,5,9,1,2
2,20.041479291155877,9,9,1,1
2,12.55056572003532,5,9,2,2
2,2.135567465451036,3,9,2,2
2,36.074662724080575,14,2,2,1
2,12.123452226945112,15,4,1,2
2,5.19107168525021,6,6,2,2
2,2.135567465451036,14,4,1,2
2,138.77903037023347,9,9,1,2
2,2.496971190373519,6,4,2,2
2,6.27528286001766,6,2,2,2
2,60.22300252571922,3,4,1,2
2,2.0370028131994498,11,3,2,1
2,24.871147251483603,9,9,1,2
2,17.051684839524427,9,9,2,2
2,24.148339801638638,17,9,2,2
2,12.189161995112835,18,2,1,2
2,12.222016879196698,15,2,1,2
2,27.46668309410871,2,9,2,2
2,4.139715394566624,15,4,1,2
2,3.6797470173925544,11,9,1,2
2,5.059652148914762,3,4,1,2
2,19.252962073143184,3,9,1,2
2,12.024887574693526,9,6,1,2
2,156.06069939834492,6,4,1,1
2,15.277521098995873,18,5,2,2
2,2.858374915296002,4,9,2,2
2,121.56307111028974,6,4,1,2
2,25.1339863241545,9,9,2,2
2,25.988213310334913,11,2,2,2
2,14.456148996899321,6,9,1,2
2,18.234460666543463,17,5,1,2
2,65.80833281997577,18,4,1,2
2,48.099550298774105,18,7,1,2
2,13.306228053964148,9,9,1,2
2,12.386291299616008,6,2,1,2
2,2.924084683463726,9,9,2,2
2,60.38727694613853,11,7,2,2
2,84.17421302285467,14,7,1,2
2,96.13339082938047,1,5,1,2
2,7.293784266617385,18,10,2,2
2,2.6283907267089672,5,4,2,2
2,3.186923756134623,14,7,2,2
2,36.041807839996714,2,6,1,2
2,2.6612456107928293,3,6,1,2
2,7.786607527875316,18,9,2,2
2,83.45140557300971,17,6,1,2
2,7.195219614365798,1,4,1,2
2,24.871147251483603,18,4,2,2
2,41.36429906158237,3,9,2,2
2,14.948972258157252,15,4,2,2
2,48.98663216903838,11,4,1,2
2,72.21503521632887,9,4,1,2
2,24.016920265303188,13,6,1,2
2,83.35284092075813,18,9,1,2
2,24.214049569806363,1,4,2,2
2,18.628719275549805,11,2,2,2
2,6.078153555514487,2,7,1,2
2,36.140372492248304,17,7,1,2
2,36.304646912667614,9,2,2,2
2,2.135567465451036,3,2,2,2
2,5.158216801166349,9,9,1,2
2,25.331115628657674,17,9,2,2
2,31.902092445430092,9,9,1,2
2,7.523768455204419,9,5,1,2
2,48.033840530606376,11,2,2,2
2,48.19811495102569,8,9,2,2
2,5.881024251011314,3,6,2,2
2,19.31867184131091,6,3,1,2
2,3.1212139879668985,3,4,1,1
2,84.10850325468695,14,4,1,2
2,12.09059734286125,6,2,1,2
2,24.016920265303188,5,9,1,1
2,151.55958027885583,15,9,1,2
2,2.529826074457381,6,10,2,2
2,3.3840530606377954,14,2,1,2
2,36.074662724080575,15,4,1,2
2,30.193638473069264,6,7,2,2
2,83.71424464568061,18,4,2,2
2,14.357584344647734,18,9,1,2
2,48.52666379186431,4,9,1,2
2,48.06669541469024,6,6,1,2
2,30.52218731390788,18,9,2,2
2,25.791084005831742,18,4,1,2
2,60.12443787346763,11,2,1,2
2,48.72379309636748,14,7,1,2
2,12.189161995112835,6,6,2,2
2,36.041807839996714,6,9,1,1
2,12.353436415532146,7,2,1,2
2,72.14932544816115,6,2,2,2
2,10.480708022752006,6,4,2,2
2,2.595535842625105,6,4,1,2
2,35.97609807182899,17,2,1,2
2,50.136553111973555,13,9,1,2
2,5.0267972648309,18,4,1,1
2,58.021725292100456,18,9,1,2
2,72.44501940491591,6,6,2,2
2,21.454239306761945,6,9,1,2
2,59.894453684880595,13,8,2,2
2,36.27179202858375,14,10,1,2
2,17.380233680363048,3,6,1,2
2,120.31458551510298,11,4,2,2
2,2.0370028131994498,18,5,2,2
2,24.246904453890224,7,2,2,2
2,2.3326967699542087,9,9,2,2
2,24.049775149387052,14,9,2,2
2,8.082301484630074,9,9,1,2
2,11.072095936261524,11,2,2,2
2,36.337501796751475,18,2,1,2
2,120.01889155834822,3,4,1,2
2,4.172570278650485,6,2,1,2
2,37.783116696441404,18,4,2,2
2,59.894453684880595,6,2,2,2
2,10.18501406599725,9,6,1,2
2,13.799051315222078,6,2,1,2
2,2.168422349534898,9,2,1,2
2,3.0555042197991744,18,4,1,2
2,50.43224706872831,19,8,2,2
2,1.9712930450317254,6,2,2,2
2,24.64116306289657,2,9,1,2
2,25.002566787819053,3,9,2,2
2,6.045298671430625,6,2,1,2
2,12.024887574693526,14,7,1,1
2,111.73946076921497,5,5,2,2
2,24.279759337974085,9,9,1,2
2,24.246904453890224,15,4,2,2
